QC,TI,Re_d,PGrad,TurbTime,PStress,UMisalign,ConvTKE,TauRatio,Curvature,SQUARED_DUCT_RSTRESS,PERIODIC_HILL_RSTRESS
-0.0408357,0.332508,2,0.49611,0.731721,0.990473,0.1151,0.00777488,0.557569,0.140715,0.070242,-0.021296
-0.0418791,0.289243,2,0.497761,0.730082,0.876123,0.120373,0.0460617,0.557433,0.131232,0.072602,-0.028168
-0.0445897,0.249583,2,0.499102,0.727194,0.782716,0.125524,0.0799282,0.557083,0.120656,0.075668,-0.033855
-0.0491861,0.214124,2,0.499872,0.722873,0.710019,0.130706,0.107579,0.556506,0.109421,0.082497,-0.034757
-0.0559543,0.183118,2,0.499952,0.716946,0.655843,0.136047,0.127261,0.555683,0.0979809,0.086832,-0.029869
-0.0651085,0.15648,2,0.499398,0.708962,0.615381,0.142138,0.139041,0.554587,0.0869823,0.085059,-0.018688
-0.075556,0.133933,2,0.497794,0.698914,0.589691,0.148591,0.14222,0.553389,0.0766182,0.092454,-0.004052
-0.0873551,0.115489,2,0.496131,0.689992,0.585904,0.150954,0.12455,0.552186,0.066314,0.101748,0.010533
-0.0964379,0.100952,2,0.494602,0.684038,0.589071,0.149983,0.0812866,0.551167,0.0576228,0.112338,0.022527
-0.104919,0.0895308,2,0.494004,0.678737,0.586006,0.151493,0.0475072,0.550349,0.0518766,0.120177,0.023094
-0.113167,0.0802674,2,0.493624,0.672942,0.580286,0.154955,0.0290383,0.549504,0.047814,0.122476,0.020276
-0.121891,0.0725909,2,0.493352,0.666,0.573513,0.160093,0.0236183,0.548597,0.0448139,0.122504,0.019143
-0.131732,0.0661342,2,0.49315,0.657496,0.566577,0.166729,0.0274953,0.547611,0.0425167,0.119683,0.019839
-0.143321,0.0606451,2,0.492977,0.64711,0.559981,0.174829,0.037066,0.546546,0.0407136,0.116077,0.018075
-0.157332,0.0559396,2,0.492776,0.634594,0.55396,0.184452,0.0498769,0.545418,0.039276,0.110861,0.014098
-0.17472,0.0518776,2,0.492536,0.619643,0.548478,0.195867,0.0646247,0.544254,0.0381361,0.103011,0.00873
-0.196761,0.04835,2,0.492262,0.601896,0.543571,0.209362,0.0812036,0.543076,0.0372209,0.094391,0.005099
-0.225239,0.04527,2,0.491892,0.581073,0.53924,0.225406,0.0988011,0.541921,0.0364963,0.085261,0.000785
-0.263106,0.042567,2,0.49146,0.55671,0.535492,0.244738,0.118917,0.540811,0.0359163,0.072725,-0.007014
-0.315158,0.0401835,2,0.490948,0.528439,0.532142,0.268593,0.143059,0.539784,0.0354739,0.057235,-0.019759
-0.389159,0.0380724,2,0.49035,0.496046,0.52919,0.29866,0.170889,0.538863,0.0351417,0.039511,-0.038636
-0.498188,0.0361952,2,0.489745,0.459618,0.526603,0.337613,0.207705,0.538071,0.0348971,0.019057,-0.064773
-0.659548,0.0345201,2,0.489093,0.420478,0.524179,0.388765,0.257975,0.537432,0.0347495,-0.002145,-0.09708
-0.871807,0.0330213,2,0.488457,0.382038,0.521865,0.451992,0.322789,0.53696,0.0346819,-0.023733,-0.134013
-0.999631,0.0316786,2,0.487829,0.352191,0.519499,0.499019,0.388957,0.536669,0.0346993,-0.047047,-0.17306
-0.789307,0.0304759,2,0.487274,0.341994,0.516972,0.461814,0.428506,0.536568,0.0348021,-0.068998,-0.208846
-0.428571,0.0294022,2,0.486798,0.357414,0.514144,0.366722,0.41988,0.536665,0.0350032,-0.087753,-0.237823
-0.198686,0.02845,2,0.486377,0.392421,0.510936,0.279219,0.380077,0.536963,0.0353006,-0.102587,-0.260948
-0.0886909,0.0276168,2,0.486135,0.43585,0.506941,0.212899,0.332917,0.537467,0.0357393,-0.113426,-0.280651
-0.038067,0.026905,2,0.486047,0.480343,0.502152,0.163468,0.292403,0.538173,0.0363221,-0.116884,-0.285697
-0.0514314,0.0266492,2,0.498552,0.470367,0.46966,0.182361,-0.431166,0.538275,0.0380025,-0.122813,-0.312644
-0.0220634,0.0260236,2,0.498596,0.512281,0.459892,0.142499,-0.246494,0.5391,0.0390645,-0.121316,-0.320953
-0.0081724,0.0255304,2,0.498615,0.551192,0.448651,0.111952,-0.0717405,0.540104,0.040463,-0.114283,-0.335991
-0.00176783,0.0251905,2,0.498659,0.58677,0.435616,0.0883308,0.0603227,0.541265,0.0422957,-0.100351,-0.34942
0.000967248,0.0250372,1.80975,0.498727,0.619361,0.420723,0.0698905,0.12307,0.542549,0.044661,-0.079317,-0.361533
0.00190609,0.0251183,1.62696,0.498789,0.649262,0.404191,0.0554501,0.149195,0.543895,0.0476584,-0.05166,-0.372648
0.00200461,0.0255001,1.46567,0.498839,0.676454,0.386789,0.0441889,0.155636,0.545195,0.0513486,-0.01865,-0.383401
0.00176618,0.0262663,1.32378,0.498834,0.700888,0.370228,0.0353862,0.150162,0.546329,0.0556094,0.018105,-0.39494
0.00143558,0.0275107,1.1989,0.498889,0.722203,0.356594,0.0285204,0.137309,0.547186,0.0601316,0.056743,-0.408151
0.00112202,0.0293147,1.0881,0.498911,0.740092,0.34858,0.0231353,0.120224,0.547711,0.0643545,0.095102,-0.423265
0.000860172,0.0317213,0.987998,0.498857,0.754587,0.348394,0.0188455,0.101454,0.547926,0.0676305,0.131927,-0.439742
0.000650968,0.0347162,0.895253,0.498801,0.766007,0.357279,0.0153586,0.0833139,0.547863,0.0694637,0.165881,-0.457175
0.000485046,0.0382346,0.807215,0.498815,0.77529,0.375788,0.0124377,0.0672728,0.54759,0.069634,0.196283,-0.474975
0.000352744,0.042192,0.722252,0.498833,0.783546,0.404213,0.00992834,0.0540953,0.547163,0.0681935,0.222637,-0.492619
0.00024724,0.046493,0.639553,0.498878,0.791808,0.443283,0.00773545,0.0440406,0.54661,0.0652375,0.244554,-0.51023
0.000164058,0.0510292,0.558797,0.499005,0.800995,0.494176,0.00581981,0.0370007,0.545939,0.0608884,0.261509,-0.52808
0.000100664,0.0556344,0.479798,0.49916,0.811823,0.559172,0.00417185,0.0326982,0.545131,0.0551658,0.273016,-0.547017
5.51E-05,0.0599995,0.402342,0.499327,0.824761,0.641221,0.00279952,0.0308479,0.544136,0.0479852,0.278476,-0.568559
2.51E-05,0.0635129,0.326232,0.499575,0.839752,0.742595,0.00171345,0.0313932,0.542861,0.0391546,0.276888,-0.595365
7.79E-06,0.0650836,0.251804,0.49979,0.855499,0.860438,0.000911259,0.0348988,0.541166,0.0284127,0.266296,-0.632241
-8.67E-07,0.0633378,0.18126,0.499887,0.868191,0.972787,0.000384852,0.0430698,0.539061,0.0164416,0.245202,-0.685083
-4.57E-06,0.058016,0.119978,0.499983,0.872472,0.964813,0.000112451,0.0577438,0.537265,0.00643882,0.214842,-0.746009
-5.71E-06,0.0509319,0.073231,0.499999,0.865622,0.954525,6.21E-06,0.0778439,0.536392,0.000509542,0.180065,-0.792529
-5.36E-06,0.0439227,0.0412576,0.499998,0.847121,0.962772,3.11E-05,0.0974363,0.536089,0.00300655,0.139684,-0.819746
-3.97E-06,0.0376164,0.020942,0.5,0.81227,0.974711,4.27E-05,0.111536,0.535978,0.00550753,0.08417,-0.83624
-2.14E-06,0.0319356,0.00894716,0.499996,0.750385,0.985794,3.96E-05,0.117792,0.535931,0.0074174,-0.004946,-0.848265
-3.97E-06,0.767166,0.0197306,0.498566,0.800312,0.985516,0.00071708,-0.0747456,0.536219,0.169479,-0.373586,-0.814714
-4.02E-05,0.768567,0.0536294,0.489988,0.801012,0.944857,0.00226381,-0.0374278,0.539193,0.219988,-0.357558,-0.689603
-0.000200602,0.761168,0.0939438,0.471304,0.745308,0.905958,0.0065297,-0.0391984,0.541129,0.276713,-0.351337,-0.637648
-0.00070849,0.754635,0.138113,0.454923,0.689237,0.883493,0.0137265,-0.049734,0.541317,0.303811,-0.349887,-0.626995
-0.00178805,0.749516,0.186664,0.447293,0.646638,0.868241,0.0226765,-0.064331,0.54102,0.314971,-0.347055,-0.625185
-0.00351871,0.745305,0.240389,0.446696,0.617319,0.855134,0.03212,-0.0812429,0.540735,0.318729,-0.340441,-0.620676
-0.00588301,0.741637,0.300003,0.44903,0.59752,0.843231,0.0414703,-0.099447,0.540536,0.319086,-0.33085,-0.611778
-0.00885565,0.738299,0.366198,0.450931,0.584094,0.833114,0.0505299,-0.118316,0.54041,0.317705,-0.319199,-0.598874
-0.0124193,0.735155,0.439688,0.452576,0.575035,0.824156,0.059234,-0.137383,0.54034,0.315325,-0.305628,-0.58186
-0.0165469,0.732121,0.521251,0.454498,0.569165,0.815717,0.0675337,-0.156228,0.540317,0.312272,-0.290506,-0.560947
-0.0211943,0.729126,0.611732,0.456702,0.565759,0.807531,0.0753763,-0.174455,0.540336,0.308704,-0.274544,-0.536803
-0.026315,0.726119,0.712069,0.458652,0.564265,0.799833,0.0827318,-0.19188,0.540389,0.304707,-0.257966,-0.509546
-0.0318406,0.723057,0.823301,0.460451,0.564344,0.792475,0.0895476,-0.208256,0.540477,0.300309,-0.241206,-0.479481
-0.0376845,0.719898,0.946577,0.462112,0.565757,0.785367,0.095764,-0.223407,0.540597,0.295517,-0.224734,-0.44704
-0.0437581,0.716602,1.08317,0.464006,0.568277,0.778192,0.101336,-0.237311,0.540748,0.290323,-0.208975,-0.41271
-0.0499529,0.713134,1.23451,0.46608,0.571763,0.770954,0.106203,-0.249832,0.540932,0.284703,-0.194354,-0.377061
-0.0561558,0.70945,1.40217,0.468271,0.576067,0.763632,0.110314,-0.261004,0.541148,0.278633,-0.181251,-0.340684
-0.062251,0.705511,1.58791,0.470323,0.581071,0.756421,0.113619,-0.270833,0.541396,0.27208,-0.170174,-0.304292
-0.0681237,0.701273,1.79367,0.472427,0.586663,0.749107,0.116071,-0.279364,0.541678,0.265003,-0.161464,-0.268558
-0.0736651,0.696687,2,0.474757,0.592736,0.74154,0.117633,-0.286662,0.541993,0.25737,-0.15558,-0.234323
-0.0787623,0.691701,2,0.477199,0.599217,0.733793,0.118252,-0.292741,0.542343,0.249126,-0.15281,-0.202186
-0.08333,0.686256,2,0.479547,0.606007,0.726006,0.117907,-0.297729,0.542728,0.24024,-0.153275,-0.172659
-0.0872921,0.680289,2,0.481764,0.613022,0.718245,0.116569,-0.301683,0.543147,0.230662,-0.157233,-0.146114
-0.0905836,0.67373,2,0.48416,0.620195,0.710176,0.114214,-0.304665,0.543602,0.220354,-0.164533,-0.122713
-0.0931614,0.6665,2,0.486435,0.62746,0.70211,0.110831,-0.306725,0.544091,0.209286,-0.156538,-0.102392
-0.0950137,0.658514,2,0.488458,0.634746,0.69422,0.106419,-0.307926,0.544614,0.197434,-0.13067,-0.085145
-0.0961322,0.649677,2,0.490445,0.641998,0.686284,0.100982,-0.308338,0.545169,0.184792,-0.106794,-0.071019
-0.0965341,0.639887,2,0.492325,0.649173,0.678453,0.0945345,-0.307909,0.545754,0.171376,-0.085304,-0.059785
-0.0962574,0.62903,2,0.493946,0.656225,0.670964,0.0871074,-0.306711,0.546369,0.157237,-0.065845,-0.051231
-0.0953599,0.616987,2,0.495316,0.663103,0.663931,0.0787451,-0.304714,0.547009,0.142465,-0.048013,-0.044869
-0.0939112,0.603633,2,0.496516,0.669772,0.657436,0.0695076,-0.301895,0.54767,0.127226,-0.032078,-0.040703
-0.0919918,0.588837,2,0.497529,0.676206,0.651665,0.0594685,-0.298199,0.548349,0.111769,-0.019892,-0.039055
-0.0896911,0.572469,2,0.498332,0.682371,0.646996,0.0487136,-0.293572,0.549041,0.0964628,-0.011461,-0.039436
-0.0871063,0.554404,2,0.49893,0.688237,0.643695,0.03735,-0.287898,0.549739,0.0818759,-0.005549,-0.04159
-0.0843369,0.53453,2,0.499351,0.693783,0.642295,0.0254943,-0.281052,0.550437,0.0688385,-4.70E-05,-0.04428
-0.0814814,0.512756,2,0.499633,0.698978,0.643315,0.013274,-0.272879,0.551127,0.0584979,0.006127,-0.046678
-0.0786387,0.48903,2,0.499813,0.703792,0.647524,0.000823354,-0.263171,0.551799,0.0521143,0.012528,-0.048887
-0.075903,0.463348,2,0.499911,0.708193,0.655968,0.0114543,-0.251634,0.552443,0.0502926,0.019564,-0.050999
-0.073365,0.435774,2,0.499957,0.712158,0.670063,0.023097,-0.237931,0.553048,0.0522164,0.026354,-0.05247
-0.0711087,0.406451,2,0.499973,0.715613,0.691792,0.0340657,-0.221662,0.553596,0.0561506,0.035626,-0.054167
-0.0692354,0.375642,2,0.499967,0.718514,0.723932,0.0443132,-0.202257,0.554072,0.0605056,0.049354,-0.054971
-0.0678229,0.343696,2,0.499928,0.720774,0.77016,0.0537758,-0.179129,0.554452,0.0641893,0.062041,-0.055323
-0.0669933,0.311111,2,0.499823,0.722263,0.836078,0.062474,-0.151597,0.554708,0.0666369,0.07695,-0.053319
-0.0668516,0.278473,2,0.499581,0.722859,0.929002,0.0703705,-0.119015,0.554811,0.0675298,0.090904,-0.052399
-0.0675323,0.246462,2,0.499102,0.722345,0.947437,0.0774606,-0.0812464,0.554723,0.0667555,0.103841,-0.049361
-0.0691895,0.215789,2,0.498296,0.720493,0.840094,0.0836683,-0.0392699,0.554403,0.0643122,0.111854,-0.043199
-0.0719761,0.187121,2,0.497104,0.717048,0.759188,0.0890106,0.00327679,0.553829,0.0604097,0.113436,-0.033728
-0.0760015,0.161,2,0.495558,0.711772,0.70229,0.0934104,0.0353226,0.552989,0.0553306,0.123286,-0.016167
-0.0811389,0.137747,2,0.49382,0.704976,0.665497,0.0967813,0.0459201,0.551971,0.0495774,0.127102,-0.003017
-0.0870176,0.118101,2,0.492306,0.697399,0.643347,0.0993671,0.0262865,0.550913,0.044029,0.129629,0.011333
-0.0932489,0.102612,2,0.491294,0.689328,0.629209,0.101989,-0.0239548,0.549876,0.0394827,0.130916,0.012452
-0.0995787,0.0905947,2,0.490727,0.680706,0.61831,0.105322,-0.0872458,0.548858,0.0360425,0.136177,0.00881
-0.105994,0.0810104,2,0.490531,0.671339,0.608244,0.109681,-0.150665,0.547845,0.0334738,0.13625,0.005246
-0.112688,0.0731891,2,0.490578,0.660864,0.598411,0.115247,-0.209734,0.546818,0.0315595,0.134784,0.000576
-0.119963,0.0666894,2,0.490767,0.648895,0.588955,0.122058,-0.264119,0.545762,0.0301131,0.131257,-0.00275
-0.12829,0.0612108,2,0.49109,0.634982,0.579764,0.130269,-0.315122,0.544677,0.0290179,0.126107,-0.007729
-0.13821,0.0565416,2,0.491467,0.618706,0.571368,0.13993,-0.364691,0.543568,0.0281642,0.121213,-0.015031
-0.150584,0.0525252,2,0.491838,0.599598,0.563524,0.151452,-0.414473,0.542461,0.0275231,0.111069,-0.02421
-0.166667,0.0490457,2,0.492205,0.577037,0.556394,0.165199,-0.466395,0.541368,0.0270275,0.098342,-0.036342
-0.188379,0.046012,2,0.492545,0.550444,0.550007,0.181845,-0.521085,0.540319,0.0266502,0.085184,-0.049539
-0.219285,0.0433522,2,0.492849,0.519019,0.54407,0.202705,-0.579436,0.539345,0.0263886,0.06853,-0.06551
-0.265821,0.04101,2,0.493112,0.481919,0.538628,0.229706,-0.641569,0.538467,0.0262143,0.051828,-0.087323
-0.269522,0.0409162,2,0.49417,0.488464,0.535944,0.237402,-0.624122,0.538603,0.0276601,0.044866,-0.083977
-0.344277,0.0388389,2,0.494338,0.447118,0.531108,0.27324,-0.686127,0.537843,0.027568,0.029811,-0.111063
-0.470616,0.0369948,2,0.494434,0.40034,0.526499,0.323372,-0.748174,0.537226,0.027558,0.008938,-0.143791
-0.690957,0.0353549,2,0.494524,0.350689,0.522169,0.395895,-0.804539,0.536765,0.0276071,-0.012911,-0.18071
-0.967704,0.0338961,2,0.494618,0.308325,0.517551,0.482406,-0.841636,0.53649,0.0277575,-0.03488,-0.219714
-0.844506,0.0326003,2,0.49471,0.29265,0.512732,0.474477,-0.840125,0.536407,0.0279912,-0.055491,-0.254547
-0.402016,0.0314552,2,0.494825,0.316072,0.507585,0.358724,-0.774082,0.536528,0.0283196,-0.071983,-0.280664
-0.163475,0.0304533,2,0.494914,0.365142,0.50178,0.259799,-0.626251,0.536869,0.0287778,-0.08319,-0.29926
-0.068938,0.0295929,2,0.495056,0.420744,0.495306,0.191945,-0.413415,0.537428,0.0293604,-0.089283,-0.313445
-0.0303648,0.0288774,2,0.495293,0.473448,0.487962,0.145,-0.190732,0.538207,0.0300949,-0.08976,-0.324839
-0.0135571,0.0283173,2,0.495482,0.520586,0.479565,0.111452,-0.0115331,0.539203,0.0310411,-0.083725,-0.333572
-0.00585675,0.027931,2,0.495719,0.562039,0.470274,0.0866195,0.0835077,0.540395,0.0321896,-0.070724,-0.340307
-0.00229421,0.0277456,2,0.496047,0.59801,0.460234,0.0679187,0.117838,0.541734,0.0335509,-0.05105,-0.345863
-0.00067439,0.0277979,2,0.496357,0.629327,0.449759,0.0536379,0.125463,0.543168,0.0351532,-0.025892,-0.3506
1.84E-05,0.0281356,1.81857,0.496632,0.656526,0.439765,0.0425872,0.119507,0.544606,0.0369269,0.003243,-0.355402
0.00026948,0.028813,1.64647,0.49693,0.67991,0.431494,0.0339746,0.105918,0.545936,0.0387492,0.034743,-0.361299
0.00031946,0.0298849,1.49398,0.497306,0.699712,0.426495,0.0271954,0.0882402,0.547048,0.0403956,0.066939,-0.369283
0.000284651,0.0313941,1.35795,0.497685,0.716145,0.426652,0.0218084,0.0687317,0.547868,0.0415943,0.098514,-0.380001
0.000220502,0.0333619,1.23514,0.497992,0.729504,0.433691,0.0174692,0.049207,0.548366,0.0420563,0.128454,-0.393387
0.000151753,0.0357792,1.1225,0.498216,0.740185,0.449039,0.0139183,0.0312672,0.548557,0.0415509,0.156193,-0.40906
8.80E-05,0.0386112,1.01751,0.498566,0.74883,0.47292,0.0109861,0.0160173,0.548491,0.0400586,0.181232,-0.426404
3.35E-05,0.0418106,0.918388,0.498868,0.756169,0.505624,0.00854067,0.00410755,0.548227,0.0376481,0.203345,-0.444721
-1.01E-05,0.0453316,0.82406,0.499077,0.762955,0.54705,0.00649585,-0.00431912,0.547812,0.034476,0.222318,-0.463395
-4.23E-05,0.0491374,0.733948,0.499365,0.76994,0.596092,0.00480415,-0.00948649,0.547286,0.0307849,0.23818,-0.48218
-6.26E-05,0.0531992,0.647736,0.49959,0.777828,0.651722,0.00342668,-0.0119802,0.546672,0.0267718,0.250366,-0.500826
-7.18E-05,0.0574834,0.565163,0.499756,0.787221,0.712124,0.00233886,-0.0124955,0.545971,0.0226438,0.258966,-0.519714
-7.12E-05,0.0619143,0.485888,0.499899,0.798609,0.774078,0.00152074,-0.0116792,0.545166,0.0186489,0.263237,-0.539345
-6.33E-05,0.0663017,0.409435,0.499952,0.8123,0.834929,0.000933829,-0.01016,0.544221,0.0148912,0.262571,-0.560848
-5.15E-05,0.070201,0.33527,0.499977,0.828212,0.890171,0.000544801,-0.00847634,0.543068,0.0116118,0.256465,-0.586287
-3.86E-05,0.0727011,0.26315,0.5,0.845424,0.93758,0.000301327,-0.00705649,0.541594,0.0087898,0.242443,-0.618926
-2.70E-05,0.0723538,0.194061,0.5,0.861065,0.97578,0.000154262,-0.00622167,0.539695,0.00622426,0.218659,-0.665026
-1.79E-05,0.0680738,0.131753,0.499999,0.869744,0.997239,6.49E-05,-0.00629123,0.537744,0.00358917,0.184582,-0.724998
-1.15E-05,0.0609095,0.0818432,0.5,0.867052,0.984211,1.04E-05,-0.00732213,0.536575,0.000863105,0.144409,-0.778917
-7.00E-06,0.0530821,0.0465635,0.5,0.851818,0.982234,2.15E-05,-0.00868018,0.536141,0.00208006,0.098096,-0.812757
-3.88E-06,0.0457476,0.0237781,0.499998,0.820742,0.986119,3.68E-05,-0.00961297,0.535994,0.00473722,0.035757,-0.832652
-1.80E-06,0.0389894,0.010201,0.5,0.762132,0.991801,3.90E-05,-0.0100702,0.535936,0.00730165,-0.061011,-0.846745
-1.78E-07,0.560184,0.0134969,0.499973,0.76918,0.996935,0.000126329,-0.0975743,0.53597,0.0382188,-0.373592,-0.842451
-4.44E-06,0.582268,0.041476,0.498975,0.824683,0.980527,0.000393443,-0.0468,0.536895,0.0585621,-0.382428,-0.768101
-2.30E-05,0.583795,0.081211,0.495349,0.805693,0.933535,0.00142116,-0.0324703,0.539702,0.105057,-0.378308,-0.671223
-9.08E-05,0.578242,0.126187,0.487163,0.759064,0.884833,0.00376905,-0.0357723,0.541403,0.141404,-0.37849,-0.626528
-0.000280092,0.572666,0.174851,0.477048,0.711628,0.853052,0.00766378,-0.0459671,0.541877,0.161648,-0.379586,-0.609214
-0.000678687,0.568242,0.227806,0.471375,0.672184,0.832089,0.0127814,-0.0609648,0.541751,0.171733,-0.378838,-0.601738
-0.00134496,0.56475,0.285962,0.469886,0.642651,0.816184,0.0185412,-0.0790449,0.541496,0.176336,-0.375267,-0.594732
-0.00230301,0.561886,0.350152,0.469687,0.621339,0.803622,0.0245476,-0.0989105,0.54127,0.178119,-0.3686,-0.585008
-0.00356586,0.559443,0.421166,0.47059,0.60599,0.792807,0.0306164,-0.119742,0.541098,0.178403,-0.359086,-0.571576
-0.00514714,0.557282,0.499795,0.471189,0.594868,0.783741,0.0366665,-0.141044,0.540973,0.177817,-0.347225,-0.554435
-0.0070576,0.555312,0.586879,0.472036,0.586877,0.775563,0.0426429,-0.162377,0.540892,0.176671,-0.33373,-0.534141
-0.00930366,0.553462,0.68333,0.473178,0.581284,0.767971,0.0485006,-0.183419,0.540848,0.175129,-0.318968,-0.510798
-0.0118881,0.551682,0.790147,0.474054,0.577582,0.761122,0.0542019,-0.203873,0.540837,0.173283,-0.303368,-0.484627
-0.0148036,0.549926,0.908429,0.474786,0.575443,0.754834,0.0596964,-0.223462,0.540858,0.171176,-0.287355,-0.45593
-0.018035,0.548157,1.03939,0.47572,0.574622,0.748704,0.0649313,-0.242018,0.540907,0.168826,-0.271326,-0.42505
-0.0215586,0.54634,1.18439,0.47688,0.574936,0.742687,0.0698548,-0.25935,0.540986,0.166246,-0.255633,-0.3924
-0.0253399,0.544441,1.34491,0.477894,0.576248,0.737046,0.0744099,-0.275319,0.541093,0.163436,-0.240584,-0.358399
-0.0293375,0.542424,1.52261,0.478821,0.578427,0.731656,0.0785416,-0.28989,0.541229,0.160387,-0.226556,-0.323586
-0.0334966,0.540261,1.71934,0.480111,0.581398,0.726122,0.0821827,-0.302985,0.541394,0.157081,-0.213924,-0.288552
-0.0377565,0.53791,1.93715,0.481518,0.585065,0.720643,0.0852775,-0.314583,0.541589,0.153504,-0.203223,-0.254113
-0.0420571,0.535337,2,0.482581,0.589345,0.715571,0.0877748,-0.324672,0.541815,0.149642,-0.194816,-0.221091
-0.0463246,0.5325,2,0.484046,0.594179,0.710258,0.0896125,-0.333263,0.542072,0.145472,-0.188895,-0.190182
-0.0504931,0.529353,2,0.485521,0.599485,0.705046,0.0907431,-0.340465,0.542362,0.140968,-0.185667,-0.162112
-0.054501,0.52585,2,0.486819,0.605194,0.700138,0.0911254,-0.346252,0.542686,0.136113,-0.166749,-0.137141
-0.0582823,0.521935,2,0.488203,0.611243,0.695232,0.0907131,-0.350694,0.543043,0.130879,-0.144751,-0.115505
-0.0617906,0.51755,2,0.489523,0.61756,0.690572,0.0894815,-0.353915,0.543435,0.125253,-0.124299,-0.097267
-0.0649765,0.51263,2,0.49084,0.624093,0.686058,0.0873974,-0.355879,0.543861,0.119214,-0.104931,-0.08223
-0.0678114,0.507101,2,0.49219,0.630782,0.681737,0.0844413,-0.356696,0.544324,0.112749,-0.086441,-0.070238
-0.0702822,0.500887,2,0.49334,0.637559,0.67791,0.0806156,-0.356399,0.544821,0.105867,-0.06917,-0.061533
-0.0723812,0.4939,2,0.494354,0.644367,0.674571,0.0759154,-0.355062,0.545352,0.0985744,-0.053943,-0.056028
-0.0741163,0.486047,2,0.495302,0.65116,0.671798,0.0703584,-0.352666,0.545915,0.0909133,-0.041287,-0.053482
-0.0755096,0.477229,2,0.496122,0.657888,0.669837,0.0639675,-0.349266,0.546508,0.0829454,-0.031537,-0.053579
-0.0765948,0.467339,2,0.496829,0.664491,0.668841,0.0567834,-0.344846,0.547129,0.0747789,-0.022835,-0.054906
-0.0774096,0.456271,2,0.497381,0.670935,0.669155,0.0488547,-0.339372,0.547774,0.0665811,-0.012451,-0.055949
-0.0780024,0.443915,2,0.497812,0.677174,0.671095,0.0402476,-0.332819,0.548437,0.058604,-0.00127,-0.056668
-0.0784312,0.430164,2,0.49815,0.683164,0.675115,0.0310498,-0.325088,0.549114,0.05122,0.008189,-0.057731
-0.0787524,0.414926,2,0.498384,0.688861,0.681898,0.0213456,-0.316073,0.549796,0.0449232,0.015073,-0.05948
-0.0790295,0.398121,2,0.498511,0.694214,0.692228,0.0112339,-0.305659,0.550474,0.0403043,0.022386,-0.061115
-0.0793189,0.379708,2,0.498513,0.699205,0.707296,0.000856112,-0.293546,0.55114,0.0378629,0.031278,-0.061651
-0.0796762,0.359669,2,0.498397,0.70379,0.728636,0.00952284,-0.279422,0.551783,0.0376484,0.040048,-0.062729
-0.0801756,0.338053,2,0.498155,0.707904,0.758307,0.0195035,-0.262913,0.552387,0.0391544,0.047942,-0.064131
-0.0808921,0.314974,2,0.497692,0.71147,0.799288,0.0289758,-0.243518,0.552931,0.0415506,0.06003,-0.063072
-0.0819019,0.290638,2,0.496941,0.714408,0.855742,0.0378656,-0.220536,0.553395,0.044061,0.072102,-0.060103
-0.083283,0.265335,2,0.495807,0.716636,0.933396,0.0460976,-0.19308,0.553758,0.0461066,0.086366,-0.056523
-0.0851494,0.239463,2,0.494169,0.717998,0.963384,0.0535585,-0.160258,0.553985,0.0472779,0.097046,-0.049856
-0.0876306,0.213513,2,0.491867,0.718307,0.866346,0.060136,-0.121346,0.554036,0.0473278,0.106942,-0.045209
-0.0908934,0.188051,2,0.488764,0.71729,0.787528,0.0657612,-0.0763788,0.553869,0.0461724,0.121845,-0.039142
-0.0951004,0.163668,2,0.48494,0.714662,0.727618,0.0703169,-0.0277951,0.553446,0.0438407,0.13121,-0.030348
-0.100262,0.140905,2,0.480557,0.71035,0.685948,0.0736359,0.0164259,0.552772,0.040507,0.135764,-0.018257
-0.106094,0.120915,2,0.476324,0.704478,0.660228,0.0757729,0.0394961,0.551895,0.0367027,0.134068,-0.008832
-0.112242,0.104785,2,0.473014,0.697088,0.645284,0.07737,0.035837,0.550869,0.033152,0.142452,0.00164
-0.118475,0.0921553,2,0.470769,0.688265,0.636288,0.0790106,0.00693565,0.549745,0.0301367,0.144729,0.003441
-0.124721,0.0820875,2,0.469469,0.677992,0.629793,0.0810904,-0.0439232,0.548553,0.0276377,0.145101,0.002554
-0.131047,0.0739204,2,0.46901,0.666133,0.623814,0.0839463,-0.105552,0.547319,0.0256027,0.141033,-0.00056
-0.137628,0.067188,2,0.469268,0.652432,0.617571,0.0877672,-0.17223,0.54606,0.0239484,0.138043,-0.005692
-0.144854,0.0615606,2,0.470048,0.636422,0.610894,0.0927718,-0.24098,0.54478,0.0226042,0.131466,-0.013033
-0.153193,0.0568022,2,0.471097,0.617641,0.603913,0.099154,-0.311128,0.543499,0.0215097,0.124652,-0.024567
-0.163363,0.0527385,2,0.47237,0.595515,0.596447,0.10733,-0.382393,0.542246,0.0206395,0.115752,-0.039558
-0.176468,0.0492389,2,0.473875,0.569232,0.588989,0.117638,-0.45585,0.541034,0.0199318,0.10255,-0.058007
-0.194541,0.0462045,2,0.47533,0.5377,0.581351,0.131127,-0.532229,0.539896,0.0193865,0.08533,-0.08235
-0.220982,0.0435587,2,0.476691,0.49967,0.573891,0.149146,-0.611884,0.538858,0.0189709,0.06715,-0.108788
-0.262579,0.0412403,2,0.478157,0.453665,0.566509,0.174234,-0.69433,0.53795,0.0186639,0.049496,-0.1376
-0.266053,0.0412407,2,0.469925,0.449566,0.579743,0.157235,-0.697552,0.53788,0.017102,0.040944,-0.1425
