QC,TI,Re_d,PGrad,TurbTime,PStress,UMisalign,ConvTKE,TauRatio,Curvature,SQUARED_DUCT_RSTRESS,PERIODIC_HILL_RSTRESS
-0.0591146,0.978388,1.54221,-0.43067,0.603502,0.884304,0.334403,0.391389,0.542163,0.910542,-0.203918,-0.430553
-0.0556777,0.98595,1.76111,-0.396218,0.626706,0.896939,0.377815,0.348375,0.543538,0.942748,-0.195232,-0.376093
-0.0533007,0.991917,2,-0.310075,0.646936,0.918801,0.438109,0.309347,0.545004,0.967586,-0.185291,-0.319893
-0.0519297,0.995328,2,0.0158604,0.664275,0.952868,0.497568,0.274085,0.546512,0.981535,-0.173738,-0.262933
-0.0514935,0.994996,2,0.397457,0.678933,0.996994,0.480462,0.242147,0.548007,0.980459,-0.161313,-0.209357
-0.0672712,0.944834,2,0.498253,0.7146,0.782675,0.119349,0.140795,0.552436,0.759518,-0.144841,-0.132324
-0.0700534,0.91503,2,0.496805,0.72133,0.733499,0.0809793,0.126965,0.553591,0.631993,-0.135104,-0.096788
-0.0736128,0.877578,2,0.495686,0.726684,0.689113,0.0497735,0.114983,0.55459,0.487539,-0.119924,-0.05025
-0.0780057,0.83293,2,0.495005,0.730798,0.650955,0.0231475,0.104742,0.555419,0.362598,-0.103623,-0.008205
-0.0832792,0.782166,2,0.494769,0.733804,0.620065,0.000572177,0.0961846,0.556071,0.304392,-0.086525,0.02788
-0.0894655,0.726899,2,0.494935,0.735827,0.597176,0.0215446,0.0893141,0.556549,0.30348,-0.069074,0.056423
-0.0965626,0.669072,2,0.495429,0.736986,0.582839,0.0399947,0.0841354,0.556863,0.316746,-0.049679,0.076843
-0.104538,0.6107,2,0.496149,0.7374,0.577574,0.0567442,0.0806104,0.557028,0.326288,-0.028637,0.088555
-0.113295,0.553624,2,0.496973,0.737186,0.581975,0.0722881,0.0785771,0.557065,0.329352,-0.006287,0.090928
-0.122664,0.499325,2,0.497797,0.736458,0.596734,0.0869341,0.077632,0.556995,0.326713,0.016459,0.083418
-0.132407,0.448844,2,0.498516,0.735323,0.622816,0.100851,0.0771161,0.55684,0.319541,0.036912,0.065835
-0.142172,0.402774,2,0.499072,0.733865,0.661512,0.114169,0.0760194,0.556624,0.30891,0.056817,0.040188
-0.151547,0.361329,2,0.499453,0.732183,0.714216,0.126883,0.0730236,0.55636,0.295592,0.072983,0.008986
-0.160011,0.32441,2,0.499674,0.730334,0.782867,0.139012,0.0665636,0.556062,0.280287,0.081544,-0.024935
-0.166993,0.291732,2,0.499776,0.728337,0.869975,0.150594,0.054916,0.55574,0.26363,0.086528,-0.05741
-0.171864,0.262884,2,0.499789,0.72621,0.978686,0.161594,0.0362203,0.555392,0.246113,0.087447,-0.083569
-0.173963,0.237404,2,0.499711,0.723906,0.907532,0.17202,0.00843331,0.555013,0.2282,0.075019,-0.106018
-0.172603,0.214831,2,0.499487,0.721348,0.820337,0.181853,-0.0289453,0.554591,0.210284,0.051507,-0.11073
-0.167126,0.194723,2,0.499012,0.718418,0.752946,0.191069,-0.0720854,0.554112,0.192707,0.004193,-0.093231
-0.156903,0.176687,2,0.498129,0.714942,0.700152,0.199596,-0.118933,0.553551,0.175711,-0.04937,-0.04474
-0.14137,0.16038,2,0.496651,0.710717,0.658472,0.207297,-0.16783,0.552888,0.159468,-0.069817,0.025566
-0.120113,0.145505,2,0.494371,0.705508,0.625561,0.214005,-0.217268,0.552103,0.144096,-0.043652,0.081752
-0.0929377,0.131817,2,0.491099,0.699066,0.599894,0.219476,-0.266179,0.551185,0.129637,0.010766,0.105607
-0.0600369,0.119105,2,0.486674,0.691158,0.580346,0.223473,-0.313451,0.550138,0.116114,0.059673,0.103242
-0.0223086,0.107195,2,0.480975,0.681622,0.566205,0.225722,-0.357485,0.548968,0.103476,0.089103,0.083495
0.0191878,0.0959454,2,0.474282,0.670172,0.556184,0.226238,-0.394787,0.547745,0.0917347,0.093936,0.049446
0.060418,0.0852521,2,0.466594,0.658029,0.55097,0.223628,-0.418052,0.546461,0.0805247,0.095181,0.015041
0.0971901,0.0761444,2,0.457198,0.643306,0.543451,0.224922,-0.417407,0.545535,0.0725644,0.090381,-0.014629
0.12495,0.0686864,2,0.452153,0.633535,0.539696,0.217551,-0.42368,0.544381,0.0645073,0.086796,-0.031495
0.152404,0.0623686,2,0.444178,0.618656,0.540531,0.215285,-0.413753,0.54356,0.0584614,0.083615,-0.046573
0.17102,0.0569755,2,0.438638,0.603234,0.5403,0.213891,-0.396383,0.542647,0.053214,0.084397,-0.052769
0.184396,0.0523433,2,0.434903,0.586323,0.53914,0.213938,-0.368602,0.541774,0.0487028,0.082758,-0.055564
0.193185,0.0483432,2,0.432582,0.567446,0.537064,0.215944,-0.326492,0.540948,0.0448309,0.07535,-0.058019
0.197795,0.0448733,2,0.431547,0.546078,0.534305,0.220197,-0.261079,0.540155,0.0414746,0.06867,-0.058208
0.197972,0.0418506,2,0.431758,0.521608,0.530496,0.227381,-0.152537,0.539407,0.0385681,0.061112,-0.058183
0.192971,0.0392073,2,0.433068,0.493369,0.525926,0.238133,0.0524499,0.538701,0.0360186,0.049567,-0.059068
0.180351,0.0368866,2,0.43541,0.461102,0.520603,0.253529,0.279251,0.538065,0.033783,0.036727,-0.061755
0.154383,0.0348411,2,0.438538,0.424415,0.514778,0.275627,0.465352,0.537508,0.0318074,0.02102,-0.069013
0.101184,0.0330318,2,0.442281,0.384155,0.50853,0.3077,0.615095,0.537052,0.0300628,0.003712,-0.083241
-0.013229,0.0314247,2,0.446438,0.343081,0.502312,0.355038,0.727601,0.536706,0.0284964,-0.014088,-0.104598
-0.26858,0.0299924,2,0.450764,0.308249,0.496244,0.424044,0.800075,0.536486,0.0270942,-0.033986,-0.132445
-0.732375,0.0287111,2,0.455332,0.291223,0.490298,0.49476,0.830187,0.536398,0.0258288,-0.054743,-0.162896
-0.997756,0.0275615,2,0.459873,0.300486,0.484772,0.456205,0.816492,0.536444,0.0246782,-0.075167,-0.191033
-0.748334,0.0265275,2,0.464168,0.331501,0.479848,0.338151,0.7631,0.536624,0.0236278,-0.09374,-0.214161
-0.465627,0.0255961,2,0.468278,0.372116,0.475421,0.243944,0.678085,0.536931,0.0226642,-0.110239,-0.233366
-0.291522,0.0247558,2,0.471953,0.413699,0.471741,0.179594,0.575286,0.537351,0.0217758,-0.124827,-0.250524
-0.189419,0.0239987,2,0.475452,0.452799,0.468272,0.134872,0.466554,0.537877,0.0209592,-0.136908,-0.266711
-0.127294,0.0233178,2,0.478622,0.48811,0.464957,0.102887,0.362939,0.538493,0.0202187,-0.146534,-0.282428
-0.0876867,0.0227089,2,0.481238,0.519515,0.461847,0.0793641,0.273689,0.53918,0.0195525,-0.153495,-0.298274
-0.0613577,0.022169,2,0.48377,0.547582,0.457682,0.0617306,0.201062,0.539924,0.0189921,-0.157999,-0.314554
-0.043291,0.021698,1.84168,0.485848,0.572937,0.452559,0.0482611,0.145538,0.540705,0.0185437,-0.159884,-0.331603
-0.0305886,0.0212975,1.65053,0.487756,0.596358,0.445315,0.0378807,0.105785,0.54151,0.0182521,-0.15849,-0.349328
-0.0215327,0.020973,1.47877,0.489516,0.618394,0.434789,0.0298765,0.0797552,0.542313,0.0181815,-0.153036,-0.367671
-0.0150015,0.0207335,1.32447,0.490871,0.639915,0.420152,0.0236958,0.0641929,0.543097,0.0184298,-0.142807,-0.386366
-0.0102823,0.0205949,1.18588,0.492365,0.661604,0.399406,0.01895,0.0562704,0.543833,0.0191431,-0.126956,-0.405322
-0.00690064,0.0205808,1.06148,0.493697,0.683904,0.372247,0.0153372,0.0533686,0.544466,0.0205207,-0.105958,-0.42448
-0.00452234,0.0207266,0.949852,0.494841,0.706927,0.339311,0.0125936,0.0532293,0.544921,0.0227842,-0.079543,-0.444496
-0.00289995,0.0210798,0.849658,0.496171,0.730222,0.302711,0.0105173,0.05411,0.545113,0.0261638,-0.048894,-0.465996
-0.00183369,0.0216961,0.759453,0.49758,0.752881,0.266643,0.00892738,0.0548565,0.545004,0.0307446,-0.015112,-0.489237
-0.00115615,0.0226212,0.677548,0.498576,0.773919,0.235853,0.00766941,0.0548461,0.544644,0.0363263,0.020504,-0.513497
-0.000733396,0.0238613,0.601959,0.499346,0.792824,0.213037,0.00660624,0.053864,0.544135,0.0423327,0.056539,-0.537049
-0.000469204,0.0253506,0.530581,0.499881,0.809821,0.198631,0.00565301,0.0520827,0.543558,0.0481163,0.091494,-0.559151
-0.000302007,0.0269291,0.461517,0.499984,0.825605,0.192054,0.00475946,0.050075,0.542922,0.0531058,0.123308,-0.580034
-0.000195278,0.0283218,0.393376,0.499843,0.840842,0.192327,0.00391985,0.048697,0.542172,0.0569968,0.150277,-0.601439
-0.000127695,0.0291235,0.325554,0.499727,0.855691,0.198796,0.00316005,0.0488853,0.541216,0.0597926,0.170791,-0.626338
-8.61E-05,0.0288527,0.258729,0.499563,0.869294,0.211832,0.00252145,0.0514777,0.539974,0.0618549,0.183354,-0.658464
-6.17E-05,0.0272007,0.195531,0.499668,0.879648,0.232101,0.0020517,0.0565955,0.538551,0.0643609,0.187001,-0.699328
-4.77E-05,0.0244034,0.140212,0.499881,0.88473,0.261103,0.00175413,0.0629333,0.537349,0.0686907,0.182333,-0.742467
-3.91E-05,0.0211485,0.0960264,0.499951,0.883955,0.301609,0.00156749,0.068474,0.53663,0.0748698,0.17146,-0.777629
-3.28E-05,0.0180178,0.0632353,0.49995,0.877734,0.356551,0.00141798,0.0715801,0.536281,0.0817325,0.155189,-0.801703
-2.74E-05,0.0152551,0.0400363,0.499836,0.86571,0.428041,0.00126699,0.0717709,0.536113,0.0884722,0.134202,-0.817757
-2.23E-05,0.0128914,0.0241729,0.499638,0.845666,0.517005,0.00110334,0.0698089,0.536023,0.0948432,0.109184,-0.829376
-1.75E-05,0.010883,0.0136807,0.499595,0.815782,0.621436,0.000927439,0.0658173,0.53597,0.10092,0.076455,-0.838341
-1.30E-05,0.00914782,0.0070223,0.499545,0.771858,0.73516,0.000742957,0.0600758,0.535938,0.107,0.028205,-0.845862
-8.80E-06,0.00755457,0.00305212,0.499487,0.702065,0.845468,0.000554541,0.051756,0.535917,0.113903,-0.051531,-0.85285
-0.00469935,0.870698,0.0213202,-0.499015,0.790272,0.922719,0.00163529,-0.15238,0.536566,0.397311,-0.431662,-0.790201
-0.0130395,0.875057,0.0533625,-0.494968,0.74448,0.956313,0.00664123,-0.118912,0.539038,0.454197,-0.403191,-0.689849
-0.0327429,0.875512,0.0899408,-0.488889,0.65041,0.998809,0.0201064,-0.188046,0.538983,0.497474,-0.3949,-0.682296
-0.0682718,0.876382,0.130415,-0.485208,0.562998,0.977424,0.0429446,-0.303524,0.538184,0.51902,-0.392094,-0.696376
-0.123998,0.877854,0.175453,-0.48485,0.491005,0.96434,0.0743923,-0.43917,0.53753,0.53129,-0.389251,-0.707591
-0.209761,0.879856,0.22572,-0.486232,0.430402,0.955752,0.115789,-0.573385,0.53706,0.540275,-0.385299,-0.71231
-0.345569,0.882334,0.281838,-0.487222,0.377054,0.94961,0.171364,-0.692,0.536719,0.548328,-0.380609,-0.711466
-0.562102,0.885263,0.344461,-0.48788,0.330006,0.944964,0.248045,-0.785495,0.536478,0.55642,-0.375095,-0.70504
-0.85532,0.888632,0.414298,-0.488589,0.291766,0.941295,0.352355,-0.849643,0.536323,0.565028,-0.368281,-0.692074
-0.993242,0.892436,0.492136,-0.48918,0.267719,0.938404,0.465095,-0.88537,0.536245,0.574433,-0.359896,-0.671845
-0.692886,0.896674,0.578856,-0.48963,0.262944,0.936165,0.496337,-0.896881,0.536237,0.584856,-0.349521,-0.643754
-0.306561,0.901352,0.675449,-0.490075,0.277043,0.934488,0.445086,-0.889454,0.536298,0.596492,-0.336797,-0.608095
-0.0765413,0.906468,0.783018,-0.49037,0.303821,0.933382,0.391702,-0.868193,0.536425,0.609517,-0.321782,-0.566512
0.0403362,0.912023,0.902816,-0.490599,0.336485,0.932816,0.353615,-0.837469,0.536619,0.624138,-0.304633,-0.521016
0.100458,0.918011,1.03624,-0.490822,0.37064,0.932811,0.327929,-0.800567,0.53688,0.640579,-0.285554,-0.473335
0.132468,0.92442,1.18488,-0.49082,0.403971,0.93344,0.311129,-0.759956,0.537209,0.659065,-0.264691,-0.424716
0.149911,0.931224,1.3505,-0.490692,0.435501,0.934747,0.300835,-0.717247,0.537606,0.679837,-0.242145,-0.376068
0.159264,0.938385,1.53513,-0.490382,0.464923,0.936824,0.295684,-0.673496,0.538074,0.703155,-0.218208,-0.328285
0.163733,0.945842,1.74104,-0.489745,0.492143,0.939796,0.295069,-0.629439,0.538613,0.729215,-0.193216,-0.282197
0.165056,0.953507,1.97078,-0.488687,0.517282,0.9438,0.29884,-0.585432,0.539224,0.758151,-0.167549,-0.238447
0.164187,0.961256,2,-0.486871,0.540483,0.94904,0.307308,-0.541695,0.539908,0.789914,-0.141628,-0.197607
0.161663,0.968912,2,-0.483713,0.561884,0.955754,0.321278,-0.498416,0.540666,0.824117,-0.116006,-0.160157
0.157805,0.976238,2,-0.477994,0.581651,0.964251,0.342067,-0.455643,0.541498,0.859823,-0.090942,-0.126401
0.152809,0.982916,2,-0.466931,0.599935,0.974913,0.371479,-0.413422,0.542404,0.895231,-0.066302,-0.096017
0.146846,0.988524,2,-0.44215,0.616839,0.988247,0.410722,-0.371914,0.54338,0.927311,-0.042401,-0.068844
0.140025,0.992522,2,-0.37586,0.632477,0.995179,0.45424,-0.331195,0.544429,0.951607,-0.019983,-0.044708
0.13253,0.994221,2,-0.171942,0.646687,0.975732,0.0960929,-0.291817,0.545526,0.962388,0.000751,-0.023181
0.124574,0.992778,2,0.217415,0.659325,0.953814,0.448237,-0.25447,0.546621,0.953717,0.020373,-0.004298
0.116086,0.987224,2,0.367902,0.670691,0.929693,0.376413,-0.219078,0.54773,0.921535,0.038982,0.012092
0.107088,0.976468,2,0.419525,0.681032,0.903779,0.305818,-0.185979,0.548862,0.865804,0.054358,0.026068
0.0977328,0.959356,2,0.440539,0.690376,0.876718,0.250641,-0.155688,0.549989,0.791418,0.065459,0.036944
0.0881408,0.934777,2,0.450196,0.698745,0.849334,0.210049,-0.128523,0.551094,0.706776,0.069856,0.044495
0.0784479,0.901814,2,0.454919,0.706135,0.822692,0.180728,-0.104692,0.552156,0.620805,0.071339,0.051432
0.068782,0.859948,2,0.457331,0.712544,0.798096,0.159779,-0.0841122,0.553151,0.540337,0.072458,0.056998
0.0592308,0.809259,2,0.45885,0.717951,0.777073,0.145039,-0.0664048,0.554049,0.469081,0.075772,0.060114
0.0498004,0.750587,2,0.460365,0.722336,0.761442,0.134939,-0.050854,0.554822,0.408029,0.078818,0.060284
0.0403878,0.685578,2,0.462615,0.725669,0.753409,0.128364,-0.0365064,0.55544,0.356486,0.079978,0.057059
0.0307767,0.616581,2,0.466623,0.727849,0.755682,0.124629,-0.0221933,0.555891,0.313119,0.079987,0.047452
0.02092,0.546413,2,0.472563,0.728816,0.769018,0.122252,-0.00644987,0.556108,0.27468,0.075399,0.036582
0.0107905,0.477902,2,0.479569,0.728626,0.795936,0.120771,0.010136,0.556111,0.240095,0.069178,0.022247
0.000357751,0.413477,2,0.486712,0.727394,0.838584,0.11981,0.0253444,0.555919,0.208658,0.060615,0.003994
-0.0103201,0.354875,2,0.492853,0.725416,0.897026,0.118979,0.0367322,0.555584,0.179959,0.055568,-0.016857
-0.0212746,0.302944,2,0.497064,0.722948,0.967558,0.117907,0.0408538,0.55514,0.153682,0.053395,-0.036259
-0.0333324,0.257845,2,0.499276,0.718644,0.955995,0.117137,0.0328108,0.554407,0.129721,0.058461,-0.049853
-0.0464608,0.219844,2,0.499965,0.7125,0.896654,0.116597,0.00297304,0.553358,0.108546,0.058268,-0.060388
-0.0587945,0.187943,2,0.499951,0.706361,0.842885,0.117847,-0.0506518,0.552383,0.0921156,0.056753,-0.049161
-0.0697055,0.161104,2,0.499827,0.699945,0.790929,0.121514,-0.116626,0.551431,0.0796178,0.056053,-0.017769
-0.0798384,0.138357,2,0.499835,0.692936,0.740755,0.127831,-0.187368,0.550385,0.0700415,0.060917,0.025364
-0.089054,0.118912,2,0.499762,0.68419,0.68949,0.138112,-0.254041,0.54938,0.0630295,0.079806,0.046709
-0.0838866,0.113747,2,0.499879,0.68351,0.665711,0.147111,-0.281043,0.549129,0.0648605,0.094418,0.059867
-0.0880442,0.0994363,2,0.499684,0.676668,0.614974,0.161835,-0.303573,0.548492,0.0615067,0.105865,0.053852
-0.0829062,0.0882195,2,0.499861,0.677451,0.592393,0.165694,-0.307542,0.548323,0.0571309,0.119871,0.057239
-0.0793175,0.0789831,2,0.499626,0.673261,0.57397,0.172616,-0.307328,0.548047,0.0538078,0.122287,0.048061
-0.079899,0.0712713,2,0.499501,0.667749,0.559348,0.17974,-0.305208,0.54748,0.0509526,0.11693,0.037423
-0.0831128,0.0647608,2,0.499454,0.66059,0.547461,0.187508,-0.301418,0.546784,0.0485571,0.110496,0.028227
-0.08936,0.0592174,2,0.499455,0.651666,0.537435,0.196304,-0.295818,0.545992,0.0465843,0.107083,0.02346
-0.0990968,0.0544642,2,0.499507,0.640847,0.528966,0.206279,-0.289074,0.545116,0.0449446,0.102952,0.020282
-0.113027,0.0503634,2,0.499595,0.627928,0.5217,0.217705,-0.2814,0.544175,0.0435826,0.097937,0.020765
-0.132169,0.0468072,2,0.499706,0.612604,0.515483,0.230938,-0.272982,0.543192,0.0424466,0.089659,0.022268
-0.158052,0.0437081,2,0.499823,0.594614,0.510116,0.24642,-0.263957,0.542198,0.0415044,0.080595,0.021816
-0.193052,0.0409945,2,0.499921,0.573684,0.505531,0.264735,-0.254126,0.541221,0.0407229,0.06993,0.019496
-0.240692,0.038608,2,0.499984,0.549619,0.501731,0.286556,-0.24361,0.540288,0.0400574,0.057546,0.012642
-0.30729,0.0364992,2,0.499999,0.522254,0.498541,0.313253,-0.233787,0.539431,0.0395087,0.041983,0.000524
-0.4022,0.0346282,2,0.499957,0.491835,0.495925,0.346317,-0.222041,0.538673,0.0390468,0.023494,-0.019317
-0.538459,0.0329608,2,0.499858,0.459316,0.493782,0.387486,-0.207895,0.538039,0.0386637,0.003479,-0.046403
-0.72629,0.031469,2,0.499707,0.426707,0.492126,0.437188,-0.191086,0.53754,0.0383404,-0.017245,-0.079907
-0.929188,0.0301299,2,0.499521,0.398317,0.490718,0.48556,-0.16511,0.537196,0.0380833,-0.039938,-0.118923
-0.990619,0.0289243,2,0.499304,0.380373,0.489462,0.496389,-0.124667,0.537012,0.0378913,-0.063316,-0.159076
-0.78617,0.0278367,2,0.49906,0.378589,0.488331,0.44157,-0.0714821,0.536991,0.0377584,-0.085565,-0.195381
-0.494723,0.0268551,2,0.498822,0.393651,0.487058,0.359138,-0.0207214,0.537133,0.0376965,-0.104971,-0.22597
-0.283746,0.0259701,2,0.498619,0.420846,0.485562,0.283953,0.0252054,0.537433,0.0377157,-0.121112,-0.25117
-0.160467,0.0251758,2,0.498422,0.453969,0.483655,0.223584,0.0552388,0.537884,0.0378285,-0.133984,-0.273312
-0.0916136,0.0244687,2,0.498224,0.488497,0.481146,0.176401,0.0750684,0.538478,0.0380646,-0.142903,-0.293896
-0.0526954,0.0238491,2,0.498118,0.522319,0.47759,0.139371,0.0910616,0.53921,0.0384664,-0.147161,-0.313786
-0.0303755,0.0233209,2,0.498039,0.554197,0.47276,0.110252,0.103974,0.540058,0.0390833,-0.146316,-0.332961
-0.0172995,0.0228934,1.80632,0.497942,0.584391,0.466217,0.0870863,0.114569,0.541015,0.0399923,-0.139907,-0.351272
-0.00960227,0.0225831,1.6169,0.49789,0.613057,0.457473,0.068617,0.122547,0.542051,0.0412861,-0.127543,-0.368502
-0.00509325,0.0224154,1.44778,0.497941,0.64066,0.445876,0.0539196,0.127866,0.543131,0.0431246,-0.108573,-0.384574
-0.00249598,0.0224308,1.29717,0.497974,0.667584,0.43124,0.0422568,0.130086,0.544193,0.0456633,-0.083168,-0.400134
-0.00105376,0.0226874,1.16347,0.498001,0.69376,0.413721,0.0331226,0.12917,0.545136,0.0490779,-0.052366,-0.415826
-0.00029345,0.0232649,1.0451,0.498101,0.718656,0.394611,0.0260754,0.125362,0.545836,0.0534229,-0.017449,-0.432665
8.13E-05,0.0242569,0.940286,0.498187,0.741427,0.376556,0.02072,0.119135,0.546212,0.0585404,0.020852,-0.451337
0.00025165,0.0257494,0.84673,0.498249,0.761305,0.3631,0.0166499,0.111076,0.546274,0.0638989,0.059845,-0.471334
0.00031945,0.0277843,0.761624,0.498281,0.778039,0.357334,0.013493,0.102011,0.546101,0.0687351,0.09881,-0.491423
0.000336622,0.0303331,0.682043,0.498198,0.792139,0.361306,0.0109369,0.0929319,0.545772,0.0723074,0.13568,-0.510748
0.000326771,0.033292,0.60553,0.498052,0.80464,0.375857,0.00876522,0.0848953,0.545323,0.0741129,0.169036,-0.529183
0.000300461,0.0364832,0.530392,0.498069,0.816696,0.401857,0.00684644,0.0788577,0.544747,0.0737657,0.197581,-0.547409
0.000263232,0.0396275,0.455618,0.4982,0.829286,0.441001,0.00512847,0.075659,0.544004,0.0709135,0.220247,-0.566874
0.00021969,0.0422774,0.380717,0.498463,0.842943,0.496221,0.00361078,0.076261,0.543017,0.0650468,0.23614,-0.589834
0.000174738,0.0437336,0.305861,0.498848,0.857275,0.570712,0.00233162,0.0822661,0.541665,0.0556393,0.243396,-0.620023
0.000133133,0.0431241,0.232701,0.499319,0.870225,0.662469,0.00135325,0.0966062,0.539884,0.0430728,0.241308,-0.662643
9.83E-05,0.0400422,0.165622,0.499718,0.878092,0.753318,0.000738701,0.122549,0.538043,0.0308997,0.230024,-0.716551
7.10E-05,0.0353269,0.110443,0.49992,0.878097,0.819965,0.000455331,0.159002,0.536835,0.0242307,0.211552,-0.766185
4.99E-05,0.0303423,0.069701,0.49999,0.870063,0.865344,0.000351219,0.197677,0.536299,0.0231776,0.188578,-0.799789
3.35E-05,0.0258358,0.0417045,0.499995,0.853922,0.901691,0.00030226,0.229444,0.536087,0.0247232,0.161238,-0.820153
2.10E-05,0.0219574,0.0233426,0.499999,0.826261,0.93273,0.000260613,0.252938,0.535993,0.0270375,0.124894,-0.833619
1.18E-05,0.0186317,0.0118355,0.5,0.782654,0.95819,0.00021405,0.268082,0.535946,0.029474,0.070056,-0.843631
5.42E-06,0.0156618,0.00506892,0.499988,0.712957,0.977525,0.000162188,0.27725,0.53592,0.0321117,-0.020935,-0.852253
-0.000703785,0.984105,0.0296077,0.458691,0.720139,0.988114,0.0117954,-0.0518103,0.540366,0.669417,-0.372311,-0.666618
-0.00447938,0.98258,0.0602064,0.430512,0.621516,0.982976,0.0354024,-0.0642279,0.539756,0.708897,-0.371938,-0.672919
-0.013121,0.981318,0.0952684,0.426588,0.566453,0.978807,0.0606472,-0.0741169,0.53913,0.715741,-0.370864,-0.682808
-0.0248607,0.980149,0.13515,0.4355,0.541122,0.974201,0.0810386,-0.0872096,0.538956,0.713002,-0.366162,-0.681403
-0.0378774,0.97899,0.180258,0.443797,0.529561,0.969715,0.0971853,-0.102835,0.538927,0.707133,-0.357899,-0.673189
-0.0513847,0.977796,0.231058,0.449572,0.525261,0.965465,0.109994,-0.118977,0.538978,0.699666,-0.345723,-0.659305
-0.0649134,0.976538,0.288083,0.454236,0.525335,0.96124,0.12005,-0.134448,0.53909,0.691011,-0.331072,-0.640903
-0.0780692,0.975192,0.351944,0.458035,0.528266,0.956977,0.127749,-0.1487,0.53925,0.681272,-0.31518,-0.618721
-0.09054,0.973732,0.42333,0.462055,0.533151,0.952434,0.133381,-0.161481,0.539451,0.670448,-0.298096,-0.592636
-0.102105,0.972137,0.50302,0.465712,0.5394,0.947677,0.137169,-0.172825,0.539688,0.658489,-0.280132,-0.56286
-0.1126,0.970382,0.591887,0.46895,0.546625,0.942692,0.139282,-0.182721,0.53996,0.64531,-0.262015,-0.53013
-0.121929,0.968438,0.690905,0.472338,0.55452,0.937287,0.139867,-0.191319,0.540264,0.630814,-0.24399,-0.494614
-0.130038,0.966276,0.801169,0.475358,0.562869,0.93157,0.139055,-0.198806,0.540601,0.614912,-0.226471,-0.456719
-0.136879,0.96386,0.923902,0.478386,0.571507,0.925379,0.136936,-0.205255,0.540969,0.597476,-0.209937,-0.417019
-0.142432,0.961151,1.06046,0.481352,0.580324,0.918679,0.133589,-0.21077,0.541369,0.578397,-0.194832,-0.376139
-0.146698,0.958102,1.21238,0.484056,0.589204,0.911503,0.129097,-0.21551,0.541801,0.557557,-0.18164,-0.334756
-0.149749,0.95466,1.38135,0.486499,0.598035,0.903821,0.123574,-0.21963,0.542262,0.534909,-0.170679,-0.2936
-0.151597,0.950765,1.56928,0.488947,0.606764,0.895467,0.117073,-0.223159,0.542751,0.510365,-0.162316,-0.253449
-0.152266,0.946346,1.77828,0.491298,0.615354,0.886417,0.10965,-0.22614,0.54327,0.483878,-0.156627,-0.214976
-0.151819,0.941321,2,0.493263,0.623752,0.876832,0.101385,-0.22864,0.543817,0.455471,-0.153764,-0.179035
-0.150345,0.935596,2,0.495027,0.631908,0.866575,0.0923733,-0.230713,0.544388,0.425269,-0.15372,-0.146145
-0.147899,0.929064,2,0.496585,0.639802,0.855617,0.0826788,-0.23237,0.544982,0.393444,-0.156516,-0.116834
-0.14454,0.921601,2,0.497872,0.647431,0.844037,0.0723675,-0.233561,0.545599,0.360294,-0.162523,-0.09143
-0.140375,0.913064,2,0.49884,0.654766,0.831902,0.0615385,-0.234306,0.546235,0.326332,-0.149044,-0.069909
-0.135489,0.903293,2,0.49952,0.661802,0.819273,0.0502703,-0.234552,0.546888,0.292243,-0.123845,-0.051896
-0.129969,0.892107,2,0.499908,0.668545,0.80619,0.0386398,-0.234218,0.547558,0.258966,-0.100253,-0.037138
-0.123928,0.879301,2,0.499996,0.674985,0.792876,0.0267455,-0.233252,0.548241,0.227778,-0.078927,-0.02566
-0.117467,0.864655,2,0.499806,0.681132,0.779426,0.014666,-0.231561,0.548936,0.200204,-0.059668,-0.017027
-0.1107,0.847925,2,0.499351,0.686988,0.766051,0.00248962,-0.229046,0.549641,0.177906,-0.041559,-0.010669
-0.103739,0.828857,2,0.498685,0.692554,0.75307,0.00951312,-0.225565,0.550353,0.162202,-0.025202,-0.006139
-0.096688,0.80719,2,0.497834,0.697841,0.740743,0.020919,-0.220987,0.551071,0.153411,-0.010901,-0.00357
-0.0896569,0.78267,2,0.49683,0.702845,0.729474,0.0316968,-0.215155,0.551792,0.150531,0.001267,-0.002332
-0.0827459,0.755065,2,0.495744,0.707567,0.719754,0.0418512,-0.207896,0.552512,0.151653,0.011404,-0.001755
-0.076059,0.724193,2,0.494656,0.711994,0.712168,0.051394,-0.199002,0.553229,0.154788,0.018909,-0.001455
-0.0696923,0.689948,2,0.493621,0.716109,0.707488,0.0603469,-0.188256,0.553934,0.158385,0.025549,-0.000271
-0.0637157,0.652339,2,0.492721,0.719887,0.706682,0.0687445,-0.175376,0.55462,0.161436,0.030585,0.000212
-0.0582288,0.611522,2,0.492027,0.723291,0.711056,0.076625,-0.160039,0.555279,0.16336,0.034582,-0.001446
-0.0533011,0.567837,2,0.491652,0.72627,0.722354,0.0840288,-0.141861,0.555895,0.163828,0.038135,-0.003277
-0.0490329,0.521835,2,0.491687,0.728751,0.742943,0.0909933,-0.120389,0.55645,0.162663,0.043849,-0.004049
-0.0455097,0.474283,2,0.492162,0.730651,0.776175,0.0975499,-0.0951083,0.556921,0.159772,0.049287,-0.006334
-0.0428613,0.426137,2,0.493109,0.731855,0.826753,0.103728,-0.0654849,0.557283,0.155115,0.051372,-0.011226
-0.0412403,0.378501,2,0.494474,0.732259,0.90143,0.109569,-0.0311337,0.557509,0.148738,0.059031,-0.017466
